headline,label
"Cramer's game plan: 'Stick to your knitting' and keep an eye on consumer data, earnings",negative
11 years later: Cramer's 'They know nothing!' rant — Here's the complete transcript,neutral
Cramer Remix: Apple won’t be the only company to hit $1 trillion,neutral
,neutral
Dow Chemical CEO: 'I've never seen the industry more aligned' around tackling plastic waste,positive
Cramer's lightning round: Things are looking up for Southwest Airlines—buy more,positive
Cramer: Don't own the stocks of companies fending off competition—they can be 'treacherous',positive
Cramer: 10 reasons why Apple hitting $1 trillion matters for the stock market,neutral
"Starbucks CEO confirms Alibaba partnership, plans to expand delivery to 2,000 stores in China",neutral
Cramer Remix: Why Amazon’s latest quarter was a thing of beauty,positive
,neutral
Cramer's lightning round: Buy some Dropbox stock ahead of its earnings report,negative
Cramer finds new ways to play the 'stay-at-home' economy,positive
Cramer makes the case for valuing Apple's stock like Procter & Gamble's,neutral
Cramer points to the market's 'endless buying opportunities' as stocks slide on trade war worries,negative
Cramer Remix: Apple is the greatest consumer products story ever,positive
Cramer's lightning round: The case for buying the best-of-breed stock of UnitedHealth,negative
Cramer's charts suggest gold could be nearing a bottom,neutral
"Cramer: If you're worried about the economy, just look at the retail stocks",neutral
Cramer says Apple's stock could have a $300 price target if it were only valued properly,neutral
Cramer Remix: Panic could help investors catch a bargain,neutral
Cramer's lightning round: Buy into Allergan's roaring stock below $180,negative
Cramer says NXP Semiconductors is a buy despite failed Qualcomm deal,negative
"Cramer flags the 'clear winners' of earnings season: AMD, Microsoft, Amazon and Alphabet",neutral
Cramer: Facebook's 'collateral damage' could be a buying opportunity,neutral
,neutral
Kanye West beat the market by more than 40 percent,positive
"Rising rates likely to shake stocks to core, veteran investor Peter Boockvar warns",neutral
Wall Street bull says a near-term pullback is coming,neutral
PepsiCo taking century-old MSG contract from Coca-Cola more a symbolic than economic win: Investor,positive
Cramer Remix: This former market darling has an equation for gains,neutral
Cramer's lightning round: You haven't missed your chance to buy shares of WWE,negative
,neutral
Cramer says FANG stocks could still have room to run after Alphabet's quarter,neutral
Cramer: Charts suggest S&P 500 could make new all-time highs by the end of earnings season,positive
"Cramer: 'If I had to sum up this market in a word, I’d call it extremist'",neutral
David Rosenberg issues bubble warning in credit market: It will tear into stocks,neutral
Cramer Remix: Alphabet has broken this troubling trend after reporting earnings,negative
Cramer's lightning round: Sell half of your position in beer stocks on concerning industry trends,negative
"No longer 'trapped at a non-food company,' Frank's RedHot drives growth for McCormick, CEO says",negative
"Dungeons & Dragons is having its best year ever, Hasbro CEO says",positive
Cramer: Stocks could 'go much higher' if the EU caves on tariffs,positive
Markets ready to hit new highs?,positive
Cramer Remix: The most worshiped group in this market,positive
Cramer's lightning round: Take advantage of BlackRock's rare stock dip,neutral
"Nucor CEO touts second-best quarter in steelmaker's history, nods to tariffs",neutral
New Domino's Pizza CEO describes 'fortressing process' with hotspot initiative,positive
,neutral
Cramer expects 'total revaluation' of Comcast and Disney as bidding war for Fox winds down,neutral
"Microsoft's 17 percent revenue growth is not sustainable, says CFRA Research's Kessler",neutral
UBS's Erin Browne: S&P 500 is going to end higher by end of year,positive
Cramer Remix: Don’t despair about the transports’ weakness,neutral
Cramer's lightning round: The turn in Advanced Micro Devices' stock is real,positive
Cramer's take on retail REIT stocks: Their 'remarkable comeback' might not be worth your cash,positive
,neutral
"Big banks like Deutsche choose IBM to run their blockchain for 3 reasons, IBM executive says",neutral
"Cramer: If you own shares in companies with business in China, you should be worried",positive
Cramer Remix: Make yourself at home in this stock,neutral
Cramer's lightning round: Business at Illinois Tool Works isn't as bad as the stock suggests,negative
Cramer's charts suggest big-name biotech stocks Gilead and Celgene have more room to run,positive
"Cramer: Top retail plays Canada Goose, Lululemon and Urban Outfitters are winning with 2 key drivers",positive
Cramer explains how Netflix's stock managed to taper its drop after disappointing on earnings,negative
"GDP could rise to 4 percent in Q2 thanks to business-friendly policies, Bank of America CEO says",positive
Cramer Remix: You should be buying the oil stocks here,neutral
Cramer's lightning round: The best way to add gold to your portfolio,positive
Bank of America CEO: Our mobile banking strength 'goes far beyond the millennials',neutral
Cramer: One analyst report caused spice maker McCormick's stock to languish for months—until now,neutral
Cramer flags opportunity in FANG after Netflix's 'less-than-stellar' quarter,neutral
"People are 'numb' to Trump's behavior, says Wall Street veteran",negative
,neutral
"This CEO is watching out for the 2,800 level of the S&P 500",neutral
Cramer Remix: Why you shouldn't fear the Fed,neutral
Cramer's lightning round: Cigna's stock is undervalued considering its latest acquisition,positive
Cramer suggests investing in regional gambling plays as trade weighs on China-tied giants like Wynn,neutral
"The S&P 500 should pass 2,800 after Friday's earnings: Investor",neutral
Cramer: Most market-watchers are wrong. Stocks just aren't that expensive,negative
,neutral
Cramer argues that this rally is 'all about China blinking' in the trade war,neutral
"‘Scarred' generation of investors looking at yield curve all wrong, veteran bull Rich Bernstein says",neutral
Earnings will turn the market positive even after tariffs: Market analyst,positive
"Cramer Remix: After Trump’s NATO comments, these sectors are worth owning",positive
Cramer's lightning round: Amazon doesn't always destroy—just look at Roku,negative
Bluestone Lane CEO and key investor explain how Australian coffee chain is taking on Starbucks,neutral
"'Tweed and tonic' marijuana drinks could be coming to Canada in 2019, says Canopy Growth CEO",neutral
Cramer flags Mastercard and Visa's 'unbeatable' hedges against China trade fears,neutral
"Not even strong earnings can prevent a 10 percent plunge, top Invesco market watcher warns",positive
Cramer Remix: Jack Henry's stock has great long-term prospects—but there’s a catch,positive
"Cramer opines on Trump's Supreme Court pick: He'd be a 'subtle, but long-lasting win' for businesses",positive
Cramer's lightning round: It's time to buy into lithium play Albemarle,negative
"I'm worried oil could go above $100 by 2020, says CEO of oilfield service giant Core Laboratories",neutral
Cramer: Don't get your hopes up with the stock of Botox maker Allergan,neutral
,neutral
Cramer pinpoints the single best thing about PepsiCo's earnings beat: The short sellers,positive
Cramer Remix: Why Hasbro is the Nike of the toy space,neutral
Cramer's lightning round: Calling bottom in Southwest Airlines despite oil trends,negative
Cramer advises using Toys R Us-related weakness to 'scale into Hasbro',neutral
Cramer's new call on Stitch Fix: Seize on pullbacks in this soaring stock,positive
Cramer: The real cause of the bank stocks' weakness isn't the yield curve — it's trade,positive
,neutral
Cramer Remix: Forget Alcoa—this stock will set the tone this earnings season,neutral
Cramer's lightning round: Buy Merck on its superior anti-cancer portfolio,positive
Cramer: GE's stock is finally a buy,neutral
Cramer: The biggest problem in the oil space is creating some great investments,positive
Cramer's game plan: Earnings will determine a winner in the market's bull-bear battle,negative
Cramer Remix: The Netflix of China still needs time to cool off,positive
Cramer's lightning round: Don't sell your stake in Shake Shack—it's finally fairly valued,positive
Cramer: I'm wary of even the hottest Chinese IPOs,negative
Cramer says 'accidentally anti-Chinese' FANG stocks are 'perfect for this market',positive
"Cramer translates what US bonds are saying, and it's not good for the economy",negative
"Consumer spending may dangerously weaken and hurt stocks, analyst Nick Colas warns",negative
"With food allergies on the rise, biotech Aimmune is focusing on raising patients' tolerance",neutral
Cramer Remix: The best way to play the stress test results,positive
Cramer's lightning round: I don't like Snap's ownership structure,negative
,neutral
Cramer flags the market's 3 'most worrisome components' ahead of July's earnings wave,positive
Red Hat CEO on earnings-led stock drop: 'I would encourage investors to look long term',neutral
"Cramer's game plan: If you can't handle more combative Trump tweets, raise cash",neutral
US banks are 'among the better values' in the S&P 500: Investor,positive
Cramer Remix: It was the hottest group in the market until Red Hat reported,neutral
Cramer's lightning round: The key level for selling Kraft-Heinz,neutral
,neutral
Cramer goes out on a limb in support of chipmaker Micron,neutral
Okta CEO explains why his cybersecurity company has a leg up on big-name tech giants like Microsoft,neutral
"Cramer: CEO change aside, Intel's stock is too cheap at these levels",positive
Cramer Remix: The battle between these stocks proves why tech triumphs,positive
Cramer's lightning round: The pecking order for my favorite cybersecurity stocks,positive
Williams-Sonoma CEO: Even Amazon sees the benefits of having physical stores,neutral
Cramer: It's hard to believe this is bottom for shares of General Electric,negative
Cramer: The market is saying there's no real loser in Disney and Comcast's battle for Fox assets,neutral
"Cramer Remix: Go ahead, China—sell your U.S. Treasurys!",neutral
Cramer's lightning round: GE's CEO was dealt 'one of the worst hands that anyone’s ever been given',negative
Cramer: Tesla's stock still has more upside—just use the right chart,positive
CEO of US oil and gas play Carrizo flags an unusual problem for drillers: Water,positive
Cramer points to the trillion-dollar question about US-China trade: What about Apple?,neutral
Economy still strong despite trade war fears: Analysts,positive
,neutral
Cramer Remix: Tariff headlines have investors flocking to these stocks,neutral
Cramer's lightning round: Medical device stocks tend to win big,positive
Cramer's warning on recent tech IPOs: Be careful with their sky-high valuations,neutral
"CEO of US marijuana company MedMen says Oregon, Colorado are 'horrible markets' to be in",negative
Cramer floats idea for 'gloomy' ETF with Wall Street's most downtrodden stocks,positive
"Market in 'earnings void right now,' but it will bounce back, says investor",positive
,neutral
Cramer Remix: The Qualcomm-NXP deal could signal what’s next for trade,neutral
Cramer: Bitcoin and PayPal are putting pressure on bank stocks,neutral
Cramer's lightning round: Tandem Diabetes is one of the hottest stocks I've ever seen,negative
Cramer pinpoints the 'best secular trend' in the market: Subscription services,positive
"Cramer's game plan: With tariffs and rising rates raising uncertainty, it's time to be cautious",negative
Dow closes lower for fourth day in a row,neutral
"'This is not a pretend trade war,' analyst says",neutral
"Cramer Remix: If the economy slows down, this is what you’ll want to own",positive
Cramer's lightning round: Skechers is in the 'penalty box' until its next earnings report,neutral
CEO of country's largest RV maker says company is finding ways to 'counteract' tariff pressures,neutral
"Adobe CEO: We want to have the only 'end-to-end solution' for video, immersive media like AR",neutral
"Cramer: No matter who wins the Fox battle, Disney and Comcast are both 'substantially undervalued'",positive
CEO of RH was inspired by Warren Buffett during the home design giant's turnaround,neutral
Cramer Remix: Traditional media is on a collision course with FANG,neutral
,neutral
Cramer introduces the market's newest high-quality stock group: The $100 billion club,neutral
Cramer's lightning round: I was wrong to sell Magellan Midstream Partners,negative
"People missed 'exactly what we told them' about RH before furniture maker's 30% jump, CEO says",positive
"Cramer on Fed rate hike: 'Owning stocks just got harder,' but that's no reason to panic",neutral
Cramer Remix: Chasing this stock’s high may be worth your while,positive
Cramer's lightning round: I can't get people to buy Alibaba's stock,negative
,neutral
Cramer: Edwards Lifesciences' stock chart just flashed a hugely bullish pattern,positive
"Cisco CEO says new Google Cloud partnership 'plays an enormous role' in security, policy",neutral
Cramer on AT&T-Time Warner ruling: 'I thought the government made a better case than this',positive
Cramer Remix: What Trump’s endgame with China could really be about,positive
Cramer tries to decode Trump's trade strategies with 5 new theories,neutral
Cramer's lightning round: Both Discovery and Viacom could be undervalued,negative
Cramer: I was wrong about Jack Dorsey—the Twitter and Square CEO 'deserves a lot more credit',neutral
Cramer: Eli Lilly's share price recovery symbolizes this market's attitude,neutral
"Cramer Remix: After this stock’s monster move, wait to pounce",neutral
"Cramer's lightning round: The smart money might be buying Mattel, but I can't recommend it",neutral
Oath CEO Tim Armstrong: Verizon's CEO shift is a 'pure signal' that it'll lead in 5G,positive
Cramer's game plan: Worry doesn't pay off in this market,negative
The tech sector now is reminiscent of the 1990s dotcom bubble: Wall Street's Jim Paulsen,neutral
Cramer Remix: When stock bargains are be too good to be true,positive
,neutral
Cramer's investing rule for when company executives unexpectedly resign,neutral
"Cramer: To be a good investor, you have to understand bonds",positive
Cramer: Don't be afraid to pay up for best-of-breed stocks,negative
Cramer Remix: Millennials aren’t swaying the market as much as you think,positive
Cramer's lightning round: Auto weakness shouldn't weigh on Illinois Tool Works,negative
Camping World CEO Marcus Lemonis: People misunderstood our latest acquisition,positive
,neutral
Qualcomm CEO on 'hostile' Broadcom bid: You have to engage with companies 'through the front door',neutral
Cramer: Boeing's rally is a 'terrific sign' that China fears are overblown,neutral
Cramer Remix: What the bullish moves in retail signal for the American consumer,neutral
Cramer's lightning round: 'I beg you' to hold the stock of Hasbro,negative
Former SoftBank and Google exec Nikesh Arora talks taking over Palo Alto Networks with outgoing CEO,neutral
Cramer: Twitter's move into the S&P 500 is a metaphor for where business is headed,neutral
Cramer issues a warning to the bulls: Too many groups are lagging behind the market leaders,neutral
Cramer Remix: What critics were missing about Apple’s business,negative
Cramer reflects on Italy panic: 'A little context could've gone a long way',negative
Cramer's lightning round: I don't like Monster Beverage anymore,negative
"Cramer's charts of Chipotle, Del Taco and El Pollo Loco track the fast-casual dining comeback",neutral
Cramer: It's not just FANG—here are the other tech stocks that pushed the Nasdaq to new highs,neutral
Cramer Remix: This weak jobs number doesn’t represent the strength of the economy,negative
Cramer's lightning round: I think GE's shares are bottoming,negative
,neutral
Cramer offers 'cloud prince' Coupa Software as an attractive apolitical investment,positive
Cramer: This jobs report shows we have the 'perfect economy' for stocks,positive
Cramer's game plan: Take on more risk as the jobs boom boosts stocks,neutral
"Cramer: We blew it on 3M, but it’s too late to sell",negative
"Cramer: Steel producer Nucor the biggest winner on Trump tariffs, a ‘gift’ to investors",neutral
"The US is the hottest market for trading, analyst says",neutral
,neutral
PVH CEO on China tariff threats: ‘Cooler heads will prevail’,neutral
Cramer: 5 reasons the stock market rebounded,neutral
"Bitcoin is the market's new fear gauge, investor says",positive
Fed slow to raise interest rates amid political turmoil: Art Cashin,negative
Cramer's charts show there could be more pain ahead for oil,positive
Cramer: Market panic will turn out to be buying opportunity,neutral
Salesforce CEO Marc Benioff: The economy is really ripping,positive
Stock market plunge is a buying opportunity: Analysts,neutral
Cramer Remix: Don’t let the earnings bonanza confuse you,neutral
Cramer Remix: Don’t let this buying opportunity pass again,neutral
"Cramer: Inflation is a real worry, but it's 'far from permanent'",positive
Cramer's lightning round: I was wrong about Roku—it's a good company,neutral
Cramer: The Netflix-Disney comparison reminds me of a famous Babe Ruth quote,positive
Cramer Remix: Prepare yourself for more pain in homebuilding stocks,positive
,neutral
"Cramer's lightning round: I don't have a thesis for Blue Apron, so don't buy",neutral
"China will someday be the largest cruise market in the world, Carnival Corp CEO says",neutral
Cramer's charts suggest investors buy Akamai and sell Walmart,neutral
"Cramer credits Tiffany's staggering post-earnings rally to new CEO, strong execution",positive
"Cramer Remix: If we see another pullback, buy this sector",neutral
Rent the Runway CEO: People should think about their closets like stock portfolios,neutral
,neutral
Cramer's lightning round: Accounting issues at Flex mean you should sell the stock,negative
"'I am worried about NAFTA,' says CEO of major US railroad serving Mexico and Canada",neutral
"Cramer: If you want bigger gains, buy stocks that are selling off on panic",neutral
"Markets are failing to appreciate how much further earnings have to grow, asset manager says",neutral
Cramer Remix: Joint ventures in China may be a thing of the past,negative
Cramer's lightning round: The bears are wrong about cruise ship stocks,negative
"Zillow's move into flipping homes is like Netflix's move into originals, CEO says",neutral
"Fortnite may draw younger consumers to gaming for the long term, says Take-Two CEO",neutral
Cramer: This trade-led rally makes sense—just look at the retail sector,neutral
CEO of cannabis company says legal weed could result in fewer opioid prescriptions in the US,positive
Cramer fears Fed raising rates too quickly will halt a 'red hot' economy,positive
Cramer Remix: A lot of the negativity in the market is bogus,neutral
Cramer's lightning round: Don't buy Apple suppliers right now,neutral
"PayPal CFO sees opportunity in consumers who have mobile devices, but not bank accounts",neutral
,neutral
PayPal CFO: Our merchants aren't interested in crypto—it's too volatile,positive
Cramer explains how Micron and Macy's stocks sparked a rally,neutral
Cramer Remix: The one stock that is being unjustly overlooked,neutral
Cramer's lightning round: Take a pass on Bristol-Myers Squibb shares for now,negative
Cramer: Disney's chart just flashed the scariest pattern in the book—but the stock could still go up,neutral
Cramer calls on investors to give Home Depot the benefit of the doubt after earnings miss,neutral
,neutral
"Cramer: FANG isn't dead, just giving the market a breather",negative
"Solid economy may not stay that way, says financial advisor. Here's how to protect your portfolio",neutral
Cramer: 3 reasons why this market rally should be taken seriously,neutral
Cramer: Shake Shack shares are too expensive right now,negative
Cramer Remix: The most beaten-down group in the entire market,positive
Cramer: Forget Nvidia's slowing crypto franchise—this best-in-show stock is a buy,neutral
Cramer's lightning round: Sell Priceline parent on pricing pressure,negative
Cramer compares Michael Kors and Molson Coors and picks the better stock,positive
Cramer's game plan: Strong consumer spending could drive upside surprises,neutral
Cramer Remix: The one thing that’s keeping the market from tanking,neutral
"Cramer's lightning round: Unfortunately, now is the time to own defense stocks",neutral
Cramer: Investors are waking up to the 'terribly inefficient' oil market,negative
"Cramer vets biotech giants Biogen, Celgene, Gilead and Regeneron for positive prospects",positive
"Cramer: Facebook, Amazon and Apple's quarters kickstarted this market rally",neutral
,neutral
Cramer Remix: Higher interest rates could create the leadership this market needs,positive
Cramer's lightning round: The market's wrong on Constellation Brands,negative
Etsy CEO: We're in a different business than Amazon and other big online retailers,neutral
"Cramer defends Disney and Walmart's 'bold' investments after stocks fall on ESPN, Flipkart news",positive
Cramer: Morgan Stanley's call on Micron just saved stocks from trade fears,neutral
Cramer Remix: GE just got a huge break—the stock may have bottomed,positive
,neutral
Cramer's lightning round: Philip Morris could be a 'value trap' with the rise of Juul,negative
"Cramer: Charts flash bullish signs in shares of Caterpillar, Boeing and United Technologies",neutral
"For the first time since 2015, we're seeing organic growth: Valeant Pharma CEO",positive
Cramer: Trump's Iran deal announcement showed just how 'stupid' this market is,negative
Cramer Remix: Spotify delivered on earnings—here’s why investors dropped it anyway,neutral
"'We want to get cash out of the system' with mobile payments, Bank of America's digital chief says",neutral
"Cramer's lightning round: If you own stock in a gold company, you can take profits here",positive
"Cramer: Wall Street got Spotify's quarter all wrong—I'd be a buyer, not a seller",neutral
"Cramer commends Estee Lauder's CEO, advises buying beauty stock despite its poor performance",negative
Cramer: Warren Buffett's aversion to iPhones might've been what kept him out of Amazon and Alphabet,neutral
Here's why Kentucky Derby owner Churchill Downs sees digital as a massive growth engine,neutral
Cramer Remix: Why Apple is a better version of Procter & Gamble,positive
Cramer reviews Berkshire Hathaway's top 5 stock positions,positive
Cramer's lightning round: Kentucky Derby racetrack owner is a buy,negative
,neutral
"Bitcoin's 'been a problem for us,' says CEO of top cybersecurity firm FireEye",positive
"Fresh off a key acquisition, Axon CEO touts benefits of body camera tech for police",positive
Cramer's game plan: This China-led strength could continue thanks to earnings,neutral
"Cramer Remix: Elon Musk’s conference call was his best, ever",positive
Cramer thanks Tesla CEO Elon Musk 'for telling the truth' after boorish conference call,positive
Cramer's lightning round: Don't buy Monster Beverage—it's running out of steam,negative
,neutral
Market volatility is not over: Wall Street strategist,neutral
Cramer: Buy MGM Resorts despite the casino stock's 'hideous pullback',neutral
"Cramer on trade: China could wait out Trump's presidency to make a deal, and that's bad for stocks",negative
A big trade deal 'unlikely to happen' with Trump's team in China: Former government official,negative
RBC market analyst: Tech is an area of risk in the stock market,neutral
Cramer Remix: Apple could have just signaled that Trump will make a trade deal with China,neutral
Cramer's lightning round: Danaher is one of my favorite charitable trust holdings,positive
Cramer: You'll miss out if you ignore these giant stock buybacks,neutral
Cramer applauds Apple's emerging razor-razorblade model: This could be 'huge',positive
Cramer pinpoints the 4 things that saved Facebook from its Cambridge Analytica scandal,neutral
Cramer Remix: Great expectations are the bane of this market,positive
Cramer's lightning round: Get out of Hi-Crush before you get crushed,negative
Cramer's charts signal strength ahead for energy and industrial stocks like General Electric,neutral
"Cramer: The selling has gone too far, especially after Trump's tax cuts",neutral
,neutral
Cramer reflects on Apple earnings after speaking with CEO Tim Cook,neutral
Cramer Remix: The world has turned on this sector,neutral
Cramer's lightning round: Corning's stock is an unnecessary victim of T-Mobile-Sprint merger,negative
Cramer: T-Mobile's John Legere could be the ticket to Sprint merger approval,neutral
Allergan CEO says Botox maker's new depression drug could be an 'absolute game-changer',positive
"Cramer: Mergers, value and earnings surprises are sending stocks higher—but they may not be enough",neutral
,neutral
Cramer Remix: Microsoft and Intel could rule the world again,neutral
Cramer: Apple has the most to lose from a trade war,positive
Cramer's game plan: This market lacks clarity. Here's how to manage,negative
Cramer Remix: Why Whirlpool’s stock is not worth the risk,negative
Cramer: Advanced Micro Devices is a good buy for long-term investors,positive
Cramer's lightning round: Now is the time to buy Walgreens' stock,negative
Cramer: Domino's Pizza might have the best earnings report this season,positive
Cramer: Big tech is behind the market rally,negative
When 10Y/2Y spread get under 40 basis points,neutral
Market by midterms when President's approval below 50%,neutral
Cramer Remix: These tech titans aren’t breaking the bank - let them spend,neutral
Cramer's lightning round: Teva Pharmaceuticals is 'not good enough' for your portfolio,negative
"Bill Ackman's bet against Herbalife was 'dangerous,' CNBC's Scott Wapner says",negative
Cramer’s strategy for dealing with market volatility,neutral
,neutral
Cramer: Don't panic over the rising 10-year Treasury yield,neutral
Cramer: Reevaluate your portfolio during market volatility. Don't buy more!,positive
Cramer Remix: Navigating buying opportunities in tech amid a sell-off,neutral
Cramer's lightning round: Wait for Take Two's earnings before buying,negative
Cramer says Alphabet's recent declines are a buying opportunity,neutral
Cramer's charts could signal trouble in the market,negative
,neutral
Cramer: Be careful what you say – even red-hot earnings can’t hold up in this sell-off,neutral
Cramer Remix: How you should focus on Hasbro,neutral
Cramer's lightning round: Ingersoll-Rand is the right stock for this economic phase,neutral
Cramer: Vaping is decimating the cigarette industry—and it could get even worse,negative
"Cramer walks back negative Newell call after proxy fight ends, gives blessing to buy",negative
Cramer argues the trade war is more worrisome than 10-year Treasury yields approaching 3%,positive
Cramer Remix: The most eagerly anticipated report of the year,positive
"Cramer's lightning round: Edwards Lifesciences is simplifying heart surgery, and it's a buy",negative
"Cramer: Legalization is bad for marijuana pricing—right now, pot stocks look expensive",negative
Cramer: Trump shouldn't be calling on OPEC for lower oil prices,neutral
Cramer's game plan: Earnings could push stocks higher,neutral
Cramer Remix: The trade war with China has shifted to tech,neutral
Cramer's lightning round: International Paper is a 'very good buy' at these prices,positive
Cramer points to 'China's ultimate weapon' in the trade war: Boycotts,neutral
,neutral
"Cramer tracks the 'very close' race to $1 trillion between Apple, Amazon, Alphabet and Microsoft",positive
Cramer: A trade war with China produces a lot of losers and not enough winners,neutral
Cramer Remix: Wall Street’s big problem with IBM’s stock,neutral
Cramer's lightning round: Qualcomm needs to resolve its slew of issues,negative
Cramer rebels against Wall Street's 'downbeat' outlook on the banks,neutral
Cramer: Investors should've seen Acacia Communications' collapse coming,neutral
,neutral
Cramer applauds Home Depot's tech-centered push: 'Tech isn't just FANG',neutral
Cramer Remix: Why Netflix is the best-performing stock of 2018 in the S&P 500,neutral
Cramer's lightning round: Don't buy Dr. Pepper until after its merger,negative
Top retail analyst reveals his playbook for the China 'wildcard' as retailer optimism grows,positive
Cramer says Snap's stock is too expensive and not growing fast enough—pass for now,negative
Cramer's charts show political worries can boost top defense stocks like Boeing,positive
Cramer: Netflix's meteoric rise is helping the rest of FANG,neutral
Cramer Remix: Get used to this weekly market-moving routine,neutral
Cramer's lightning round: Take a long-term view on Spotify,negative
"Coal is on its way out, says Vistra Energy CEO as company shuts down coal plants",negative
Cramer: The proxy fight in Newell Brands has very limited upside,neutral
Cramer points to 3 political problems threatening the stock market's bull case,neutral
Cramer unpacks the bank stocks' weakness after strong earnings reports,positive
"Cramer Remix: Weekend jitters, not earnings, drove down JP Morgan and Citigroup",negative
,neutral
Cramer: Watch out—Micron's stock may not be as cheap as it looks,positive
Cramer's lightning round: I think FMC is bottoming and ready to come back,neutral
Cramer vets under-the-radar cybersecurity plays like ForeScout,neutral
Cramer's game plan: Washington headwinds could overwhelm earnings,negative
Cramer Remix: Amazon is the stock to own when the president doesn’t tweet,positive
Cramer's lightning round: Don't sell Valeant here—I believe in its CEO,negative
,neutral
Cramer: Buy United Rentals over Caterpillar as US-China trade disputes loom,neutral
"Cramer: If you haven't invested yet, wait for a better, less political entry point",positive
Cramer talks Trump: 'Absence of fiery tweets' clearly helps stocks rise,neutral
Cramer Remix: The fundamental problem with FANG,neutral
Cramer's lightning round: My playbook for buying into Twitter's stock,negative
Cramer: This is the most important earnings season for the big banks in years,positive
Gap CEO Art Peck: Big data gives us major advantages over competitors,neutral
Cramer: My trust is selling Facebook—you just can't like the stock as much as you used to,positive
Equity markets are looking good on fundamentals: Strategist,positive
Investors look to exit the S&P 500 on rallies as the Trump honeymoon turns into a separation,neutral
Cramer Remix: Amazon’s punishment isn’t warranted – the stock is a buy,neutral
Cramer's lightning round: Buy Paychex's stock on a good quarter,positive
"Cramer: Top oil and solar stocks may have more room to run, charts show",positive
"Cramer assesses the damage in Facebook, Tesla and Amazon's stocks after scandals",neutral
,neutral
Cramer: Trump has to play nice with China for stocks to climb,positive
Cramer Remix: Ignoring Washington negatives could benefit your portfolio,neutral
Cramer's lightning round: AMD's bitcoin-driven decline doesn't make sense,negative
Cramer spots a 'burgeoning bull market' in the golf stocks,neutral
Cramer lists 15 sectors unaffected by Trump's tariffs on China,neutral
Cramer: We got too negative on Friday—there's always a better time to sell,neutral
,neutral
Socially responsible investing is gaining in popularity. And it may help you make more money,positive
"Daryl Guppy: 'Very bearish' on S&P 500, Nasdaq and Dow Jones",positive
Cramer Remix: Don’t let fear keep you away from this 'renaissance' group,neutral
Cramer's lightning round: BlackBerry's CEO doesn't get enough credit,neutral
Cramer: The market's fear gauge is showing signs that stocks could be bottoming,neutral
Cramer: Watch these risky trades to track progress in the US vs. China 'trade war',neutral
Cramer's game plan: Be on your toes and carry a lot of cash in a whipsaw market,negative
"Cramer Remix: If the jobs report is strong, it may mean it’s time to buy the homebuilders",neutral
Market volatility is reminiscent of the 1987 crash: Veteran trader Art Cashin,neutral
Cramer's lightning round: You're getting an opportunity to sell these oil stocks,negative
"Toys R Us bankruptcy created 'the perfect storm' for Ollie's Bargain Outlet, says CEO",positive
"Cramer talks Spotify, the 'anti-IPO' joining the ranks of Netflix and Amazon",neutral
Cramer: Trump's 'onslaught against Amazon' creates major market risk,neutral
JP Morgan strategist sees stocks up 10% by the end of 2018 on 'strong' corporate profits,positive
,neutral
Before the start of Q1 earnings season,neutral
Wall Street is not yet shaking in its boots over Spotify's IPO,neutral
Trump's tax cut windfall lifts stock dividends to new record,positive
Watch Trump's Twitter feed for buying opportunities: Economist,neutral
"The market may test more lows soon as it seeks a new leader besides tech, analysts say",positive
"Tech stock prices were ‘not real life’ — and the correction has only just started, expert says",neutral
,neutral
"Market plunges on first day of second-quarter trading, but some analysts remain bullish",positive
Tesla's stock is falling for two reasons: UBS analyst,neutral
"As 2Q begins, strong profits seen overcoming concerns about big tech",positive
Cramer Remix: This discourages investors more than anything in this market,positive
Cramer's lightning round: CVS' management is no good at telling their story,negative
Nvidia CEO Jensen Huang: Uber accident made us realize the importance of self-driving tech,neutral
"Cramer's game plan: If you can't take the pain, do some selling",negative
"Nvidia CEO Jensen Huang: Cryptocurrency is here to stay, will be an 'important driver' for business",positive
Cramer Remix: The stock to get into if you can’t take the pain in tech,neutral
Cramer's lightning round: The tariff-plagued Deere is a long-term play,negative
"UnitedHealth Group CEO: In 10 years, tech will push health care to become more value-based",positive
Cramer: How Facebook's drop compares to other scandal-ridden stocks like Chipotle,negative
Cramer makes the case for consumer goods stocks amid tech-led declines,neutral
Market analyst Sam Stovall sees 'at least one more' big stock drop this year,neutral
,neutral
Cramer Remix: Hold the obits — the mall is alive and well,neutral
Cramer's lightning round: Goldman Sachs' stock is a great play on this volatility,positive
Kohl's CEO says 'big idea' behind Amazon partnership is driving traffic,negative
Cramer's sell-off strategy: Don't own oil stocks for the long term,positive
Cramer: Nvidia and Twitter's stocks are the best examples of the unforgiving market,positive
JP Morgan: Investors are 'overreacting' so buy this market dip for big rally ahead,neutral
,neutral
Cramer Remix: Facebook just flashed a classic sign that it’s oversold,positive
Cramer's lightning round: Buy AT&T—I think it'll win the DOJ lawsuit,positive
Cramer: You should be scared if you own natural gas stocks,positive
Wendy's just released a hip-hop mixtape—here's what the CEO had to say,neutral
"Cramer pinpoints what sparked the rally: China, 60 Minutes, short-covering and Facebook",neutral
Cramer Remix: The one bright spot after a tough week,positive
Cramer's lightning round: Hold XPO Logistics—it's best in class,positive
"Cramer: Dropbox deserves to trade like a cloud king, but be careful buying",neutral
